ID,Entry,OriginalEmotion
6361,okula tayinim çıktığında çok şaşırdım.,Surprise
6362,ilk defa baba olacağımı öğrendiğimde çok mutlu oldum.,Happy
6363,çocuklarımın başına herhangi bir kötü olay gelecek diye korkuyorum.,Fear
6364,saygısızca davranıldığında ayar olurum.,Anger
6365,babamın vefatı beni çok üzmüştür.,Sadness
6366,yemek yediğim tabaktan böcek çıkarsa iğrenirim.,Disgust
6367,hiç beklemediğim bir yerden bana miras kaldığını öğrendiğimde çok şaşırdım.,Surprise
6374,anne olacağımı öğrenince mutluluktan havaya uçtum.,Happy
6375,ilkokula başladığımda kendim alfabeyi öğrenirken doğrularımı bildiğim halde ailemin bana yanlış öğretmesinden korkmuştum.,Fear
6376,"bebeğimizin sorunlu olduğunu bildiği halde, düşük yaptığımda eşimin beni suçlamasına öfkeleniyorum.",Anger
6377,eşimin kardeşiyle olan ilişkisini görünce üzülüyorum.,Sadness
6378,birinin yanımda geviş getirmesinden tiksiniyorum.,Disgust
6379,bebeğim ölü doğduğunda insanlar üzülürken ben o kadar güçlüydüm ki hala kendime şaşıyorum.,Surprise
6380,bebeğim dünyaya gelince yeni bir umut oldu,Happy
6381,sevdiklerimi kaybetme korkusu içimdedir.,Fear
6382,"şiddete maruz kalanları görmeye tahammülüm yok, nefret doluyorum.",Anger
6383,kardeşim umutcan ve yiğitcan'ı düşününce canım çok çok yanıyor. bu acım bitmeyecek.,Sadness
6384,sokağa çöp atanları iğrenç buluyorum.,Disgust
6385,yaşadığım dünyada savaşlar biterse insanca yaşanırsa şaşırırım.,Surprise
6386,çocuklarımın başarısı beni sevindirir.,Happy
6387,haklı çıkmaktan korkuyorum,Fear
6388,haksılıkları kendine hak görenler hakkında öfkemin zirvesine çıkıyorum.,Anger
6389,eşime ve çocuklarıma yeterince zaman ayıramamam beni kahrediyor.,Sadness
6390,orta yaş üzeri bir erkeğin sokakta yürürken veya otobüste oğlu kızı veya torunu yaşındaki çocuğa şehvet dolu bakışı beni çok tiksindirir.,Disgust
6391,bu güne kadar hiç yapmadığım bir davranış nedeniyle kendime şaşırırım bazen.,Surprise
6392,hayatta en büyük mutluluğum çocuklarımın başarısıdır.,Happy
6393,çocuklarımın başına bir şey gelmesinden tırsıyorum.,Fear
6394,yalan söyleyenlere çok kızarım.,Anger
6395,annemin ölümü ve ailede yaşanan sağlık sorunları beni tüketiyor.,Sadness
6396,ayak kokusundan istikrah ederim.,Disgust
6397,hayatın acımasızlığına hayret ediyorum.,Surprise
6398,sevdiklerim sağlıklı olduğunda ben de mutlu oluyorum.,Happy
6399,doğal afetlerden korkarım.,Fear
6400,eve hırsız girince sinir oldum.,Anger
6401,sevdiklerimi kaybetmek beni üzer.,Sadness
6402,burnu akan ve burnunu karıştıran öğrencilerden iğreniyorum.,Disgust
6403,milli piyango bana çıkarsa baya şaşırırım.,Surprise
6404,kızım işe başladığında çok mutlu oldum.,Happy
6405,doktora gittiğimde kötü bir sonuç almaktan korkarım.,Fear
6406,bana yalan söylendiğinde sinir oluyorum.,Anger
6407,annem ölünce çok üzüldüm.,Sadness
6408,yılandan tiksiniyorum.,Disgust
6409,eşimi kapıda elinde çiçekle görünce şaşırdım.,Surprise
6410,ev alınca mutlu olmuştum.,Happy
6411,telefon çalınca kötü bir haber duyacağım diye korkuyorum.,Fear
6412,kayın validemin eltilerime hediye aldığını duyunca çok öfkelendim.,Anger
6413,babam annemi bir yere göndermeyince üzülüyordum.,Sadness
6414,bakımsız tırnaklardan tiksiniyorum.,Disgust
6415,"güvendiğim bir arkadaşa borç para verdim, geri vermemesi beni şaşırttı.",Surprise
6416,kızımın başarısı beni çok mutlu ediyorum.,Happy
6417,hastaneye gitmekten çekiniyorum.,Fear
6418,yaşlılara otobüste yer verilmediğinde uyuz oluyorum.,Anger
6419,babamı kaybettiğimde çok acı çektim.,Sadness
6420,yere tüküren insanlardan iğrenirim.,Disgust
6421,Yurt dışında olan abim haber vermeden gelip kapıyı çaldığında şok oldum.,Surprise
6422,Kuzenimi görünce ağzım kulaklarıma vardı.,Happy
6423,Evde hırsızla karşılaştığımda yüreğim ağzıma geldi.,Fear
6424,Eski sevgilimi görünce kan beynime çıktı.,Anger
6425,Dedemin vefatı beni derinden yaraladı.,Sadness
6426,Banyonun pisliğini görünce içim kalktı.,Disgust
6427,Arkadaşlarım doğum günüm için sürpriz yaptığında şok oldum.,Surprise
6428,eşim seyahatten döneceği zaman içim içime sığmıyor.,Happy
6429,yeğenim karşısında kocaman köpeği görünce gözleri yuvalarından fırladı.,Fear
6430,iş yerinde haksızlığa uğrayınca kan beynime sıçrıyor.,Anger
6431,eniştemin artık hayatta olmadığını düşündükçe içim acıyor.,Sadness
6432,kirli tırnaklar midemi bulandırıyor.,Disgust
6433,yurt dışındaki kuzenimi karşımda görünce gözlerime inanamadım.,Surprise
6434,arkadaşlarım doğum günümde sürpriz yapınca mutluluktan havalara uçtum.,Happy
6435,"korku filmi izledim, etkisinde kaldım, sabaha kadar korkunç rüyalar gördüm.",Fear
6436,"arkadaşlarım toplandığımızda beni küçük düşürecek sözler söyledi, çok sinirlendim.",Anger
6437,istediğim okulu kazanamayınca hayal kırıklığına uğradım.,Sadness
6438,"arkadaşım yüzüme hapşurdu ağzını kapatmadan, içim kalktı.",Disgust
6439,yaşıtım sandığım birinin gerçek yaşını öğrenince hayrete düştüm.,Surprise
6440,kızım fakülteyi dereceyle bitirince sevinç gözyaşlarına boğuldum.,Happy
6441,eşim taşikardi nöbeti geçirdiğinde yüreğim ağzıma geldi.,Fear
6442,ben ortalığı toplarken başkalarının dağıtmasına uyuz oluyorum.,Anger
6443,kuzenimin 15 yaşındaki çocuğu öldüğünde kahrolduk.,Sadness
6444,çocuğuna kötü davranan insanlardan hoşlanmıyorum.,Disgust
6445,istanbul'da yaşayan yeğenimi okul koridorunda birdenbire karşımda görünce büyük şaşkınlık yaşadım.,Surprise
6446,arkadaşlarımla olunca çok seviniyorum.,Happy
6447,dini korku filmlerinde epey tırsıyorum,Fear
6448,yüzüme gülüp arkamdan iş çevirenlerden nefret ederim.,Anger
6449,dedem vefat edince derinden sarsıldım.,Sadness
6450,karaktersiz insanlardan nefret ederim.,Disgust
6451,sınavdan yüksek alıp sınıfta kalınca afalladım.,Surprise
6452,resim yaparken şarkı dinleyince mutlu oluyorum.,Happy
6453,Matematikçinin whatsapp resimleri beni ürkütüyor.,Fear
6454,yalan söylenmesinden nefret ederim.,Anger
6455,sevdiğim çocuk başkasına ilgi gösterince yıkıldım.,Sadness
6456,tahinden iğreniyorum.,Disgust
6457,tweety'nin erkek olduğunu duyunca şok oldum.,Surprise
6458,insanlara yardım edince huzur buluyorum.,Happy
6459,ailemi kaybetmekten korkuyorum.,Fear
6460,yalan söylenmesinden nefret ederim.,Anger
6461,güvendiğim arkadaşımdan kazık yeyince mahvoldum.,Sadness
6462,Sigara içerek kendilerine zarar veren insanlara katlanamıyorum.,Disgust
6463,hocamız aniden ölünce çok şaşırdım.,Surprise
6464,özgür kalma duygusuyla ailemden uzak kalma isteği sayesinde üniversiteyi kazanma duygusu içime sığmadı.,Happy
6465,kızımın doğumunda herhangi bir yerinde bir eksiklik olacağı korkusu içime doğmuştu.,Fear
6466,evlendikten sonra her ne kadar mutlu da olsam eşimin yaptığı anlayışsız umursamaz tavırları beni zaman çok öfkelendirir.,Anger
6467,ablam üniversiteye gittiğinde büyük bir varlığın hayatımdan geçici bir dönem gitmiş olması beni çok üzmüştü.,Sadness
6468,hemşire olarak ilk işe başladığımda hastanın altını almak zorunda kalmıştım. bu beni çok tiksindirmişti.,Disgust
6469,ortaokula giderken babamın bana basketbol topu alması beni çok şaşırtmıştı. çünkü oynamayacağını söylemişti.,Surprise
6470,liseye geçiş sınavında iyi puan alınca havalara uçtum.,Happy
6471,hastanede ameliyathaneye girerken çok tırsmıştım.,Fear
6472,arkadaşım bana kopya çektin diye iftira atınca gıcık oldum.,Anger
6473,galatasaray şampiyonluğu fener e kaptırınca çok üzüldüm,Sadness
6474,arkadaşım benim üstüme kusunca içim kalktı,Disgust
6475,eski bir arkadaşımı görünce çok şaşırdım,Surprise
6476,çocuğumu ilk kucağıma aldığımda sevinçten havalara uçtum.,Happy
6477,öğrenci evinde ilk yalnız kaldığımda akşam uyumaktan çok korktum.,Fear
6478,yurtta kaldığım dönemde eksiklikleri görevliye söylerken yüzüme bakmaması ve beni dikkate almaması kanı beynime çıkardı.,Anger
6479,beni büyüten teyzemin ölüm haberini aldığımda çok üzüldüm hatta çocukluğumu kaybettiğimi düşündüm.,Sadness
6480,evimizde anneme ait bir sandık vardı ve sandığın çekmeceleri vardı. bir gün içini temizlemek için açtığımızda eşyaların arasına bir farenin yavruladığını görünce tiksindim.,Disgust
6481,hayretler içinde kalmamın nedeni uzun süredir aramayan arkadaşımın aramasıydı.,Surprise
6482,eşim bana sürpriz yapınca çok mutlu oluyorum.,Happy
6483,yalnız kalmaktan çekinirim.,Fear
6484,randevusuna zamanında gelmeyen insanlar beni sinir eder.,Anger
6485,çocuklar hasta olduğunda çok üzülüyorum.,Sadness
6486,pis mutfakları içim kaldırmıyor.,Disgust
6487,çocuklarım bana sürpriz yaparak tatile gönderdiklerinde çok sevindim.,Surprise
6488,evde tek başıma kaldığımda havalara uçuyorum.,Happy
6489,evde tek kaldığımda korku filmi izleyince korkudan altıma yapıyorum.,Fear
6490,annemle babam birbirlerini doldurup bana patladığında sinir oluyorum.,Anger
6491,tom ve jerry'nin sonunda intihar ettiğini öğrenince kahroldum.,Sadness
6492,ingilizce hocasının dişlerini görünce midem bulanıyor.,Disgust
6493,arkadaşımın 5. sınıfta sünnet olduğunu duyunca ağzım açık kaldı.,Surprise
6494,çocuğumu kucağıma aldığım an mutluluğumu kelimelerle anlatamam.,Happy
6495,çocuklarımın gelecekteki yaşantıları ve türkiye'nin gidişatı beni çok korkutuyor. inşallah yanılırım.,Fear
6496,kafamda planladığım projeleri gerçekleştirememek beni kızdırır.,Anger
6497,babamın vefatından 32 yıl geçmesine rağmen hala acısı içimde.,Sadness
6498,çocuklarımın oda dağınıklığı beni iğrendiriyor.,Disgust
6499,ablamların benden habersiz aydın ziyaretlerine hayret ediyorum.,Surprise
6500,oğlumun sınavının iyi geçtiğini öğrenince havalara uçtum.,Happy
6501,eşim seminer için başka bir ile gidince yalnız kalmaktan ürktüm.,Fear
6502,öğrencilerim saygısızlık yaptıklarında çok kızıyorum.,Anger
6503,sevdiğim bir öğrencimin trafik kazasında öldüğünü öğrenince canım çok yandı.,Sadness
6504,sokakta yürürken yere tükürenleri görünce iğreniyorum.,Disgust
6505,üniversitede okuyan oğlum tatile gelemeyeceğini söylemiş ve sabah beni uykudan uyandırıp geleceğini söyleyince şaşkınlık yaşamıştım.,Surprise
6506,ilk arabamı aldığımda çok mutlu oldum.,Happy
6507,deprem anında çok korkmuştum.,Fear
6508,iş yerinde cep telefonum çalınca çok öfkeleniyorum.,Anger
6509,eşimi mutlu edemediğimde çok üzülüyorum.,Sadness
6510,biri yanımda geğirince çok tiksiniyorum.,Disgust
6511,çok önem verdiğim arkadaşımın arkamdan iş çevirdiğini duyunca şaşırdım.,Surprise
6512,çocuklarımı kucağıma aldığımda çok mutlu oldum.,Happy
6513,evime hırsız girdiğinde çok korktum.,Fear
6514,"insan işkencelerine, çocuk işkencelerine hayvan işkencelerine hiçbir şey yapamadığım için öfkeleniyorum.",Anger
6515,babamın ölümüne çok üzüldüm.,Sadness
6516,siyah küçük böcekleri görünce iğreniyorum.,Disgust
6517,insanların kendi yaptıklarını görmeyip başkalarını eleştirmelerine çok şaşırıyorum.,Surprise
7260,oğlumun haftanın öğrencisi olduğunu öğrenince çok mutlu oldum.,Happy
7261,evde gece yalnız kalmaktan korkuyorum.,Fear
7262,kayın validemin çocuklarıma bakmamasına çok öfkeleniyorum.,Anger
7263,oğlumun sürekli hastalanmasına çok üzülüyorum.,Sadness
7264,tuvalette sigara içilmesinden hiç hoşlanmam.,Disgust
7265,ikinci bebeğime hamile kaldığımı öğrenince çok şaşırdım.,Surprise
7266,kızım doğduğunda sevinmiştim.,Happy
7267,sevdiklerimin ölmesinden çok korkarım.,Fear
7268,yalan söylenmesine sinirleniyorum.,Anger
7269,eşim işten çıkarıldığında çok hüzünlendim.,Sadness
7270,yanımda ağzını açarak ve şapırdatarak yemek yenmesinden iğreniyorum.,Disgust
7271,Allah'tan istediğim her şeyin olması beni çok şaşırtıyor ve duygulandırıyor.,Surprise
7272,bir yeğenim olacağını öğrendiğimde çok sevindim.,Happy
7273,annemi babamı kaybetmekten çok korkuyorum.,Fear
7274,kuzenimin odamı karıştırdığını gördüğümde çok öfkelendim.,Anger
7275,aldatıldığımı öğrendiğimde dünyam yıkılırcasına üzüldüm.,Sadness
7276,kirli tırnaklı insanlardan tiksiniyorum.,Disgust
7277,iş arkadaşımın yapmadığım bir şeyi yaptığımı iddia etmesine şaşırdım kaldım.,Surprise
7278,babam çok istediğim bir kitabı aldığında çok mutlu olmuştum.,Happy
7279,gece evde tek iken çıkan ani seslerden korkmuştum.,Fear
7280,biriyle konuşurken o kişinin başka taraflara bakarak beni dinlememesi ya da aniden başka birisiyle konuşmaya başlamasına sinirleniyorum.,Anger
7281,babaannemin ölümünü düşündükçe çok üzülüyorum.,Sadness
7282,yolda yürürken bazı insanların tuhaf sesler çıkararak yere tükürmesinden iğreniyorum.,Disgust
7283,karne ortalamasında sınıfta birinci olacağımı hiç tahmin etmezdim ama öğretmen sınıfta benim birinci olduğumu söyleyince çok şaşırdım.,Surprise
7284,"ailem, eşim, çocuklarım, kardeşlerim yanımda olduğu süre içinde çok mutlu oluyorum.",Happy
7285,"eşim, çocuklarım ve kardeşlerim dahil içlerinden birini kaybetme korkusu hayatımdaki en büyük korku.",Fear
7286,hayatımda babam öldükten sonra yapılanlara ve yaptıklarına karşı hala aynı davrandıkları için babamın ailesine çok öfkeliyim.,Anger
7287,babamı kaybettiğimde çok üzüldüm ve her aklıma geldiğinde canım yanıyor ve içimi acıtıyor.,Sadness
7288,bulunduğum ortamlarda sigara içilmesinden tiksiniyorum.,Disgust
7289,oğlan kardeşim cemiyetime gelemeyecekti ama ben onu bir anda karşımda görünce çok şaşırdım.,Surprise
7290,benim için en büyük mutlu gün oğlumunu kucağıma aldığım gündü.,Happy
7291,doğuma giderken çok korkmuştum.,Fear
7292,çalışma arkadaşımın benim fikirlerimi kendi fikri gibi anlatmasına dayanamıyorum ve çok sinirleniyorum.,Anger
7293,bir keresinde param olduğu halde kardeşime para verememiştim. Hala daha anlatırken bile çok üzülüyorum.,Sadness
7294,yemeğin içinden çıkan saç teli beni tiksindirir.,Disgust
7295,"oğlumun başarılı bir öğrenci olduğunu biliyorum. Bir sınavında 35 puan almıştı, ona çok şaşırdım.",Surprise
7296,liseden mezun olunca çok mutlu oldum.,Happy
7297,evde elektrikler gidip karanlıkta kalınca çok korktum.,Fear
7298,"arkadaşım iftira attı, çok kızdım.",Anger
7299,sınav soruları zor olunca çok üzüldüm.,Sadness
7300,yanımda sigara içilmesinden çok tiksinirim.,Disgust
7301,sınav sonuçları erken açıklanınca çok şaşırdım.,Surprise
7302,sevdiğim insanlarla huzurlu bir vakit geçirebiliyorsam çok mutlu oluyorum.,Happy
7303,"gece ya da gündüz yalnız kaldığımda, her türlü anlam veremediğim seslerden korkuyorum.",Fear
7304,"hayatımda herhangi bir tartışma yaşandığında, var olan konunun bir neticeye bağlanıyor olması.",Anger
7305,hayatımdaki en büyük üzüntüm babamı kaybetmek oldu ve devamında ise sevdiklerimi de kaybetme duygusu beni üzüyor.,Sadness
7306,istem dışı dahi olsa herhangi bir kusma ile karşı karşıya geldiğimde tiksiniyorum.,Disgust
7307,karşımdaki insanlardan olumsuz davranışlar beklerken olumlu davranışlarla karşılaştığımda çok şaşırıyorum.,Surprise
7308,annemler bana bilgisayar aldıklarında çok sevinmiştim.,Happy
7309,bir gün evde aniden ablamı görünce çok korktum.,Fear
7310,kuzenim istediğim oyunu vermeyince ona çok sinirlendim.,Anger
7311,büyük dedem öldüğünde çok üzüldüm.,Sadness
7312,yanımdaki çocuk kustuğunda çok tiksiniyorum.,Disgust
7313,annemler istediğim eşyayı aldıklarında çok şaşırdım.,Surprise
7314,yeğenimin bana ilk gülümsemesinden ve kucağıma aldığımda sarılışından aldığım mutluluk bir başkadır benim için.,Happy
7315,sevdiklerimi kaybetme düşüncesi beni her zaman korkutmuştur.,Fear
7316,arkadaşlarımla veya ailemle bir konu konuşulduğu tartışıldığı zaman sözümün kesilmesine ve dinlenmemesine ya da anlaşılmamam beni öfkelendirir.,Anger
7317,çaresizlik içinde olan insanların yaşayabileceklerini düşündüğüm an veya haberlerde çıkan ölüm haberlerine üzülüyorum.,Sadness
7318,yaz aylarında evime bir misafir geldiğinde ve terleme sonucu çoraplarında oluşan kiri gördüğümde o gittikten sonra halıları yıkamak isterim,Disgust
7319,bir bayramda arkadaşım bayramımı kutlamak için çiçek göndermişti ve özel bir gün olarak düşünmediğim için şaşırmıştım.,Surprise
